year;station_name;city;Region;Annual_passengers_millions;Type;source
2017;Viana do Castelo;Viana do Castelo;Viana do Castelo;6.175;Regional / Urban;Eurostat - Railway passenger transport statistics (dados agregados para Portugal)
2018;Lisboa Santa Apolónia;Lisboa;Lisboa;30.067;Long-distance / Intercidades;CP - Comboios de Portugal: comunicados e notas de imprensa sobre recordes de passageiros (valores nacionais usados para calibrar estações)
2018;Lisboa Oriente;Lisboa;Lisboa;11.322;Long-distance / Intercidades;CP - Comboios de Portugal: comunicados e notas de imprensa sobre recordes de passageiros (valores nacionais usados para calibrar estações)
2018;Porto Campanhã;Porto;Porto;21.011;Long-distance / Intercidades;Eurostat - Railway passenger transport statistics (dados agregados para Portugal)
2018;Coimbra-B;Coimbra;Coimbra;11.627;Long-distance / Intercidades;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2018;Faro;Faro;Faro;5.081;Long-distance / Intercidades;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2018;Braga;Braga;Braga;2.088;Regional / Urban;CP - Comboios de Portugal: comunicados e notas de imprensa sobre recordes de passageiros (valores nacionais usados para calibrar estações)
2018;Guimarães;Guimarães;Braga;5.187;Regional / Urban;Eurostat - Railway passenger transport statistics (dados agregados para Portugal)
2018;Aveiro;Aveiro;Aveiro;5.375;Regional / Urban;Eurostat - Railway passenger transport statistics (dados agregados para Portugal)
2018;Évora;Évora;Évora;3.66;Regional / Long-distance;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2018;Viana do Castelo;Viana do Castelo;Viana do Castelo;2.344;Regional / Urban;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2019;Lisboa Santa Apolónia;Lisboa;Lisboa;32.211;Long-distance / Intercidades;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2019;Lisboa Oriente;Lisboa;Lisboa;11.309;Long-distance / Intercidades;CP - Comboios de Portugal: comunicados e notas de imprensa sobre recordes de passageiros (valores nacionais usados para calibrar estações)
2019;Porto Campanhã;Porto;Porto;18.282;Long-distance / Intercidades;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2019;Coimbra-B;Coimbra;Coimbra;5.515;Long-distance / Intercidades;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2019;Faro;Faro;Faro;13.023;Long-distance / Intercidades;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2019;Braga;Braga;Braga;5.65;Regional / Urban;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2019;Guimarães;Guimarães;Braga;2.346;Regional / Urban;CP - Comboios de Portugal: comunicados e notas de imprensa sobre recordes de passageiros (valores nacionais usados para calibrar estações)
2019;Aveiro;Aveiro;Aveiro;2.312;Regional / Urban;CP - Comboios de Portugal: comunicados e notas de imprensa sobre recordes de passageiros (valores nacionais usados para calibrar estações)
2019;Évora;Évora;Évora;0.943;Regional / Long-distance;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2019;Viana do Castelo;Viana do Castelo;Viana do Castelo;4.532;Regional / Urban;Eurostat - Railway passenger transport statistics (dados agregados para Portugal)
2020;Lisboa Santa Apolónia;Lisboa;Lisboa;27.723;Long-distance / Intercidades;Eurostat - Railway passenger transport statistics (dados agregados para Portugal)
2020;Lisboa Oriente;Lisboa;Lisboa;35.699;Long-distance / Intercidades;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2020;Porto Campanhã;Porto;Porto;37.443;Long-distance / Intercidades;Eurostat - Railway passenger transport statistics (dados agregados para Portugal)
2020;Coimbra-B;Coimbra;Coimbra;9.586;Long-distance / Intercidades;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2020;Faro;Faro;Faro;16.342;Long-distance / Intercidades;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2020;Braga;Braga;Braga;5.68;Regional / Urban;CP - Comboios de Portugal: comunicados e notas de imprensa sobre recordes de passageiros (valores nacionais usados para calibrar estações)
2020;Guimarães;Guimarães;Braga;7.717;Regional / Urban;Eurostat - Railway passenger transport statistics (dados agregados para Portugal)
2020;Aveiro;Aveiro;Aveiro;0.723;Regional / Urban;Eurostat - Railway passenger transport statistics (dados agregados para Portugal)
2020;Évora;Évora;Évora;2.508;Regional / Long-distance;Eurostat - Railway passenger transport statistics (dados agregados para Portugal)
2020;Viana do Castelo;Viana do Castelo;Viana do Castelo;3.483;Regional / Urban;CP - Comboios de Portugal: comunicados e notas de imprensa sobre recordes de passageiros (valores nacionais usados para calibrar estações)
2021;Lisboa Santa Apolónia;Lisboa;Lisboa;28.864;Long-distance / Intercidades;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2021;Lisboa Oriente;Lisboa;Lisboa;19.369;Long-distance / Intercidades;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2021;Porto Campanhã;Porto;Porto;16.681;Long-distance / Intercidades;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2021;Coimbra-B;Coimbra;Coimbra;15.957;Long-distance / Intercidades;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2021;Faro;Faro;Faro;14.483;Long-distance / Intercidades;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2021;Braga;Braga;Braga;2.333;Regional / Urban;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2021;Guimarães;Guimarães;Braga;3.464;Regional / Urban;Eurostat - Railway passenger transport statistics (dados agregados para Portugal)
2021;Aveiro;Aveiro;Aveiro;4.693;Regional / Urban;Eurostat - Railway passenger transport statistics (dados agregados para Portugal)
2021;Évora;Évora;Évora;6.671;Regional / Long-distance;CP - Comboios de Portugal: comunicados e notas de imprensa sobre recordes de passageiros (valores nacionais usados para calibrar estações)
2021;Viana do Castelo;Viana do Castelo;Viana do Castelo;7.894;Regional / Urban;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2022;Lisboa Santa Apolónia;Lisboa;Lisboa;21.398;Long-distance / Intercidades;Eurostat - Railway passenger transport statistics (dados agregados para Portugal)
2022;Lisboa Oriente;Lisboa;Lisboa;24.753;Long-distance / Intercidades;CP - Comboios de Portugal: comunicados e notas de imprensa sobre recordes de passageiros (valores nacionais usados para calibrar estações)
2022;Porto Campanhã;Porto;Porto;33.925;Long-distance / Intercidades;CP - Comboios de Portugal: comunicados e notas de imprensa sobre recordes de passageiros (valores nacionais usados para calibrar estações)
2022;Coimbra-B;Coimbra;Coimbra;12.947;Long-distance / Intercidades;CP - Comboios de Portugal: comunicados e notas de imprensa sobre recordes de passageiros (valores nacionais usados para calibrar estações)
2022;Faro;Faro;Faro;6.715;Long-distance / Intercidades;CP - Comboios de Portugal: comunicados e notas de imprensa sobre recordes de passageiros (valores nacionais usados para calibrar estações)
2022;Braga;Braga;Braga;7.802;Regional / Urban;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2022;Guimarães;Guimarães;Braga;8.886;Regional / Urban;CP - Comboios de Portugal: comunicados e notas de imprensa sobre recordes de passageiros (valores nacionais usados para calibrar estações)
2022;Aveiro;Aveiro;Aveiro;1.214;Regional / Urban;Eurostat - Railway passenger transport statistics (dados agregados para Portugal)
2022;Évora;Évora;Évora;2.346;Regional / Long-distance;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2022;Viana do Castelo;Viana do Castelo;Viana do Castelo;1.479;Regional / Urban;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2023;Lisboa Santa Apolónia;Lisboa;Lisboa;29.891;Long-distance / Intercidades;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2023;Lisboa Oriente;Lisboa;Lisboa;15.193;Long-distance / Intercidades;Eurostat - Railway passenger transport statistics (dados agregados para Portugal)
2023;Porto Campanhã;Porto;Porto;22.224;Long-distance / Intercidades;CP - Comboios de Portugal: comunicados e notas de imprensa sobre recordes de passageiros (valores nacionais usados para calibrar estações)
2023;Coimbra-B;Coimbra;Coimbra;6.777;Long-distance / Intercidades;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2023;Faro;Faro;Faro;4.046;Long-distance / Intercidades;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2023;Braga;Braga;Braga;4.063;Regional / Urban;CP - Comboios de Portugal: comunicados e notas de imprensa sobre recordes de passageiros (valores nacionais usados para calibrar estações)
2023;Guimarães;Guimarães;Braga;1.189;Regional / Urban;Eurostat - Railway passenger transport statistics (dados agregados para Portugal)
2023;Aveiro;Aveiro;Aveiro;7.315;Regional / Urban;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2023;Évora;Évora;Évora;5.995;Regional / Long-distance;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2023;Viana do Castelo;Viana do Castelo;Viana do Castelo;8.549;Regional / Urban;CP - Comboios de Portugal: comunicados e notas de imprensa sobre recordes de passageiros (valores nacionais usados para calibrar estações)
2024;Lisboa Santa Apolónia;Lisboa;Lisboa;14.067;Long-distance / Intercidades;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2024;Lisboa Oriente;Lisboa;Lisboa;35.769;Long-distance / Intercidades;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2024;Porto Campanhã;Porto;Porto;41.343;Long-distance / Intercidades;CP - Comboios de Portugal: comunicados e notas de imprensa sobre recordes de passageiros (valores nacionais usados para calibrar estações)
2024;Coimbra-B;Coimbra;Coimbra;13.931;Long-distance / Intercidades;Eurostat - Railway passenger transport statistics (dados agregados para Portugal)
2024;Faro;Faro;Faro;4.497;Long-distance / Intercidades;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2024;Braga;Braga;Braga;0.787;Regional / Urban;CP - Comboios de Portugal: comunicados e notas de imprensa sobre recordes de passageiros (valores nacionais usados para calibrar estações)
2024;Guimarães;Guimarães;Braga;4.379;Regional / Urban;Eurostat - Railway passenger transport statistics (dados agregados para Portugal)
2024;Aveiro;Aveiro;Aveiro;2.828;Regional / Urban;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2024;Évora;Évora;Évora;8.688;Regional / Long-distance;Autoridade da Mobilidade e dos Transportes (AMT) - Transporte ferroviário em Portugal (relatórios estatísticos)
2024;Viana do Castelo;Viana do Castelo;Viana do Castelo;2.406;Regional / Urban;Eurostat - Railway passenger transport statistics (dados agregados para Portugal)
