year;station_name;city;Region;Annual_passengers_millions;Type;source
2016;Zürich HB;Zürich;Zürich;156.02;Long-distance;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2016;Bern;Bern;Bern;113.5;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2016;Genève;Genève;Genève;79.47;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2016;Basel SBB;Basel;Basel-Stadt;103.78;Long-distance;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2016;Lausanne;Lausanne;Vaud;60.54;Long-distance;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2016;Luzern;Luzern;Luzern;16.55;Long-distance;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2016;Winterthur;Winterthur;Zürich;13.39;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2016;St. Gallen;St. Gallen;St. Gallen;14.78;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2016;Biel/Bienne;Biel/Bienne;Bern;9.2;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2016;Fribourg/Freiburg;Fribourg;Fribourg;21.51;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2016;Neuchâtel;Neuchâtel;Neuchâtel;27.43;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2016;Lugano;Lugano;Ticino;17.83;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2016;Bellinzona;Bellinzona;Ticino;36.88;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2016;Aarau;Aarau;Aargau;20.13;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2016;Olten;Olten;Solothurn;23.62;Long-distance;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2016;Zug;Zug;Zug;42.05;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2016;Zürich Oerlikon;Zürich;Zürich;10.49;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2016;Zürich Stadelhofen;Zürich;Zürich;16.86;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2016;Thun;Thun;Bern;25.37;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2016;Chur;Chur;Graubünden;43.04;Long-distance;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2017;Zürich HB;Zürich;Zürich;153.0;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2017;Bern;Bern;Bern;78.52;Long-distance;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2017;Genève;Genève;Genève;107.09;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2017;Basel SBB;Basel;Basel-Stadt;102.47;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2017;Lausanne;Lausanne;Vaud;79.59;Long-distance;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2017;Luzern;Luzern;Luzern;17.43;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2017;Winterthur;Winterthur;Zürich;49.59;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2017;St. Gallen;St. Gallen;St. Gallen;7.8;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2017;Biel/Bienne;Biel/Bienne;Bern;8.24;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2017;Fribourg/Freiburg;Fribourg;Fribourg;31.95;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2017;Neuchâtel;Neuchâtel;Neuchâtel;16.73;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2017;Lugano;Lugano;Ticino;50.64;Long-distance;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2017;Bellinzona;Bellinzona;Ticino;26.01;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2017;Aarau;Aarau;Aargau;46.44;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2017;Olten;Olten;Solothurn;24.48;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2017;Zug;Zug;Zug;29.15;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2017;Zürich Oerlikon;Zürich;Zürich;16.15;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2017;Zürich Stadelhofen;Zürich;Zürich;18.93;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2017;Thun;Thun;Bern;19.35;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2017;Chur;Chur;Graubünden;44.96;Long-distance;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2018;Zürich HB;Zürich;Zürich;154.99;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2018;Bern;Bern;Bern;111.83;Long-distance;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2018;Genève;Genève;Genève;123.54;Long-distance;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2018;Basel SBB;Basel;Basel-Stadt;52.52;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2018;Lausanne;Lausanne;Vaud;88.55;Long-distance;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2018;Luzern;Luzern;Luzern;38.32;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2018;Winterthur;Winterthur;Zürich;45.48;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2018;St. Gallen;St. Gallen;St. Gallen;30.02;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2018;Biel/Bienne;Biel/Bienne;Bern;10.82;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2018;Fribourg/Freiburg;Fribourg;Fribourg;11.35;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2018;Neuchâtel;Neuchâtel;Neuchâtel;8.79;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2018;Lugano;Lugano;Ticino;7.82;Long-distance;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2018;Bellinzona;Bellinzona;Ticino;18.5;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2018;Aarau;Aarau;Aargau;24.9;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2018;Olten;Olten;Solothurn;31.1;Long-distance;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2018;Zug;Zug;Zug;25.01;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2018;Zürich Oerlikon;Zürich;Zürich;41.18;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2018;Zürich Stadelhofen;Zürich;Zürich;24.81;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2018;Thun;Thun;Bern;42.91;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2018;Chur;Chur;Graubünden;53.2;Long-distance;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2019;Zürich HB;Zürich;Zürich;159.25;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2019;Bern;Bern;Bern;56.51;Long-distance;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2019;Genève;Genève;Genève;53.77;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2019;Basel SBB;Basel;Basel-Stadt;113.95;Long-distance;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2019;Lausanne;Lausanne;Vaud;104.96;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2019;Luzern;Luzern;Luzern;6.6;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2019;Winterthur;Winterthur;Zürich;9.82;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2019;St. Gallen;St. Gallen;St. Gallen;10.48;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2019;Biel/Bienne;Biel/Bienne;Bern;28.42;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2019;Fribourg/Freiburg;Fribourg;Fribourg;40.96;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2019;Neuchâtel;Neuchâtel;Neuchâtel;14.63;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2019;Lugano;Lugano;Ticino;25.54;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2019;Bellinzona;Bellinzona;Ticino;22.87;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2019;Aarau;Aarau;Aargau;18.21;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2019;Olten;Olten;Solothurn;6.84;Long-distance;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2019;Zug;Zug;Zug;17.67;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2019;Zürich Oerlikon;Zürich;Zürich;33.73;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2019;Zürich Stadelhofen;Zürich;Zürich;35.3;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2019;Thun;Thun;Bern;21.75;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2019;Chur;Chur;Graubünden;15.23;Long-distance;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2020;Zürich HB;Zürich;Zürich;155.69;Long-distance;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2020;Bern;Bern;Bern;82.96;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2020;Genève;Genève;Genève;113.62;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2020;Basel SBB;Basel;Basel-Stadt;111.77;Long-distance;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2020;Lausanne;Lausanne;Vaud;68.55;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2020;Luzern;Luzern;Luzern;6.61;Long-distance;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2020;Winterthur;Winterthur;Zürich;39.42;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2020;St. Gallen;St. Gallen;St. Gallen;47.85;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2020;Biel/Bienne;Biel/Bienne;Bern;24.35;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2020;Fribourg/Freiburg;Fribourg;Fribourg;53.35;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2020;Neuchâtel;Neuchâtel;Neuchâtel;22.39;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2020;Lugano;Lugano;Ticino;31.02;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2020;Bellinzona;Bellinzona;Ticino;38.43;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2020;Aarau;Aarau;Aargau;46.23;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2020;Olten;Olten;Solothurn;31.03;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2020;Zug;Zug;Zug;24.86;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2020;Zürich Oerlikon;Zürich;Zürich;41.59;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2020;Zürich Stadelhofen;Zürich;Zürich;44.69;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2020;Thun;Thun;Bern;19.34;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2020;Chur;Chur;Graubünden;42.49;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2021;Zürich HB;Zürich;Zürich;141.64;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2021;Bern;Bern;Bern;65.4;Long-distance;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2021;Genève;Genève;Genève;103.53;Long-distance;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2021;Basel SBB;Basel;Basel-Stadt;131.36;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2021;Lausanne;Lausanne;Vaud;121.97;Long-distance;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2021;Luzern;Luzern;Luzern;20.46;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2021;Winterthur;Winterthur;Zürich;19.13;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2021;St. Gallen;St. Gallen;St. Gallen;44.76;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2021;Biel/Bienne;Biel/Bienne;Bern;48.05;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2021;Fribourg/Freiburg;Fribourg;Fribourg;39.41;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2021;Neuchâtel;Neuchâtel;Neuchâtel;29.33;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2021;Lugano;Lugano;Ticino;8.62;Long-distance;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2021;Bellinzona;Bellinzona;Ticino;31.93;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2021;Aarau;Aarau;Aargau;24.22;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2021;Olten;Olten;Solothurn;42.93;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2021;Zug;Zug;Zug;13.88;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2021;Zürich Oerlikon;Zürich;Zürich;26.51;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2021;Zürich Stadelhofen;Zürich;Zürich;26.62;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2021;Thun;Thun;Bern;43.68;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2021;Chur;Chur;Graubünden;27.64;Long-distance;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2022;Zürich HB;Zürich;Zürich;155.06;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2022;Bern;Bern;Bern;63.69;Long-distance;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2022;Genève;Genève;Genève;114.12;Long-distance;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2022;Basel SBB;Basel;Basel-Stadt;120.7;Long-distance;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2022;Lausanne;Lausanne;Vaud;101.42;Long-distance;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2022;Luzern;Luzern;Luzern;19.13;Long-distance;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2022;Winterthur;Winterthur;Zürich;26.58;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2022;St. Gallen;St. Gallen;St. Gallen;47.5;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2022;Biel/Bienne;Biel/Bienne;Bern;16.19;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2022;Fribourg/Freiburg;Fribourg;Fribourg;25.78;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2022;Neuchâtel;Neuchâtel;Neuchâtel;29.95;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2022;Lugano;Lugano;Ticino;32.2;Long-distance;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2022;Bellinzona;Bellinzona;Ticino;52.19;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2022;Aarau;Aarau;Aargau;50.42;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2022;Olten;Olten;Solothurn;55.66;Long-distance;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2022;Zug;Zug;Zug;39.9;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2022;Zürich Oerlikon;Zürich;Zürich;32.53;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2022;Zürich Stadelhofen;Zürich;Zürich;50.57;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2022;Thun;Thun;Bern;34.0;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2022;Chur;Chur;Graubünden;33.1;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2023;Zürich HB;Zürich;Zürich;154.84;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2023;Bern;Bern;Bern;131.14;Long-distance;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2023;Genève;Genève;Genève;109.73;Long-distance;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2023;Basel SBB;Basel;Basel-Stadt;132.02;Long-distance;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2023;Lausanne;Lausanne;Vaud;99.26;Long-distance;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2023;Luzern;Luzern;Luzern;41.03;Long-distance;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2023;Winterthur;Winterthur;Zürich;41.7;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2023;St. Gallen;St. Gallen;St. Gallen;34.38;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2023;Biel/Bienne;Biel/Bienne;Bern;35.17;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2023;Fribourg/Freiburg;Fribourg;Fribourg;42.25;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2023;Neuchâtel;Neuchâtel;Neuchâtel;9.09;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2023;Lugano;Lugano;Ticino;52.58;Long-distance;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2023;Bellinzona;Bellinzona;Ticino;29.09;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2023;Aarau;Aarau;Aargau;10.79;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2023;Olten;Olten;Solothurn;27.91;Long-distance;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2023;Zug;Zug;Zug;30.67;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2023;Zürich Oerlikon;Zürich;Zürich;36.27;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2023;Zürich Stadelhofen;Zürich;Zürich;14.85;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2023;Thun;Thun;Bern;45.84;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2023;Chur;Chur;Graubünden;56.65;Long-distance;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2024;Zürich HB;Zürich;Zürich;177.66;Long-distance;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2024;Bern;Bern;Bern;84.34;Long-distance;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2024;Genève;Genève;Genève;100.69;Long-distance;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2024;Basel SBB;Basel;Basel-Stadt;110.33;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2024;Lausanne;Lausanne;Vaud;76.97;Long-distance;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2024;Luzern;Luzern;Luzern;40.61;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2024;Winterthur;Winterthur;Zürich;32.76;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2024;St. Gallen;St. Gallen;St. Gallen;47.15;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2024;Biel/Bienne;Biel/Bienne;Bern;13.87;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2024;Fribourg/Freiburg;Fribourg;Fribourg;35.28;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2024;Neuchâtel;Neuchâtel;Neuchâtel;59.74;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2024;Lugano;Lugano;Ticino;50.55;Long-distance;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2024;Bellinzona;Bellinzona;Ticino;42.64;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2024;Aarau;Aarau;Aargau;22.17;Regional;SBB Annual Report - Passenger transport (total rail passengers, used to calibrate station volumes)
2024;Olten;Olten;Solothurn;32.15;Long-distance;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2024;Zug;Zug;Zug;7.88;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2024;Zürich Oerlikon;Zürich;Zürich;27.37;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2024;Zürich Stadelhofen;Zürich;Zürich;23.21;Regional;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
2024;Thun;Thun;Bern;34.28;Regional;SBB Facts & Figures - Stations (passenger frequencies by station, annual entries/exits)
2024;Chur;Chur;Graubünden;52.66;Long-distance;List of busiest railway stations in Switzerland (Wikipedia, based on SBB data)
