year;station_name;city;Region;Annual_passengers_millions;Type;source
2015;Madrid Chamartín;Madrid;Comunidad de Madrid;51.27;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2015;Barcelona Sants;Barcelona;Cataluña;38.9;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2015;Valencia Joaquín Sorolla;Valencia;Comunidad Valenciana;41.64;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2015;Sevilla Santa Justa;Sevilla;Andalucía;36.87;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2015;Málaga María Zambrano;Málaga;Andalucía;19.25;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2015;Zaragoza Delicias;Zaragoza;Aragón;19.02;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2015;Alicante Terminal;Alicante;Comunidad Valenciana;20.03;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2015;Bilbao-Abando Indalecio Prieto;Bilbao;País Vasco;21.05;Larga Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2015;Santander;Santander;Cantabria;12.88;Larga Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2015;Valladolid Campo Grande;Valladolid;Castilla y León;17.2;Larga Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2015;Córdoba Central;Córdoba;Andalucía;10.34;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2015;Granada;Granada;Andalucía;10.37;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2015;Murcia del Carmen;Murcia;Región de Murcia;3.32;Media Distancia / Cercanías;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2015;La Coruña-San Cristóbal;A Coruña;Galicia;2.92;Larga Distancia / Media Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2015;Santiago de Compostela;Santiago de Compostela;Galicia;19.26;Larga Distancia / Media Distancia;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2015;Oviedo;Oviedo;Asturias;18.19;Media Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2015;Gijón;Gijón;Asturias;6.23;Media Distancia;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2015;Logroño;Logroño;La Rioja;3.38;Media Distancia;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2015;Pamplona;Pamplona;Navarra;22.19;Media Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2016;Madrid Puerta de Atocha;Madrid;Comunidad de Madrid;80.54;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2016;Madrid Chamartín;Madrid;Comunidad de Madrid;99.15;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2016;Barcelona Sants;Barcelona;Cataluña;53.53;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2016;Valencia Joaquín Sorolla;Valencia;Comunidad Valenciana;41.45;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2016;Sevilla Santa Justa;Sevilla;Andalucía;47.14;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2016;Málaga María Zambrano;Málaga;Andalucía;48.93;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2016;Zaragoza Delicias;Zaragoza;Aragón;25.28;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2016;Alicante Terminal;Alicante;Comunidad Valenciana;3.74;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2016;Bilbao-Abando Indalecio Prieto;Bilbao;País Vasco;16.77;Larga Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2016;Santander;Santander;Cantabria;18.84;Larga Distancia;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2016;Valladolid Campo Grande;Valladolid;Castilla y León;10.33;Larga Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2016;Córdoba Central;Córdoba;Andalucía;14.39;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2016;Granada;Granada;Andalucía;6.69;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2016;Murcia del Carmen;Murcia;Región de Murcia;22.68;Media Distancia / Cercanías;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2016;La Coruña-San Cristóbal;A Coruña;Galicia;8.99;Larga Distancia / Media Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2016;Santiago de Compostela;Santiago de Compostela;Galicia;21.2;Larga Distancia / Media Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2016;Oviedo;Oviedo;Asturias;19.25;Media Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2016;Gijón;Gijón;Asturias;21.06;Media Distancia;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2016;Logroño;Logroño;La Rioja;18.97;Media Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2016;Pamplona;Pamplona;Navarra;19.76;Media Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2017;Madrid Puerta de Atocha;Madrid;Comunidad de Madrid;84.53;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2017;Madrid Chamartín;Madrid;Comunidad de Madrid;85.68;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2017;Barcelona Sants;Barcelona;Cataluña;54.19;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2017;Valencia Joaquín Sorolla;Valencia;Comunidad Valenciana;35.34;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2017;Sevilla Santa Justa;Sevilla;Andalucía;19.55;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2017;Málaga María Zambrano;Málaga;Andalucía;14.96;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2017;Zaragoza Delicias;Zaragoza;Aragón;19.26;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2017;Alicante Terminal;Alicante;Comunidad Valenciana;12.32;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2017;Bilbao-Abando Indalecio Prieto;Bilbao;País Vasco;25.25;Larga Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2017;Santander;Santander;Cantabria;14.22;Larga Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2017;Valladolid Campo Grande;Valladolid;Castilla y León;12.99;Larga Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2017;Córdoba Central;Córdoba;Andalucía;13.03;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2017;Granada;Granada;Andalucía;11.89;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2017;Murcia del Carmen;Murcia;Región de Murcia;12.07;Media Distancia / Cercanías;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2017;La Coruña-San Cristóbal;A Coruña;Galicia;9.73;Larga Distancia / Media Distancia;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2017;Santiago de Compostela;Santiago de Compostela;Galicia;6.22;Larga Distancia / Media Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2017;Oviedo;Oviedo;Asturias;14.49;Media Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2017;Gijón;Gijón;Asturias;4.02;Media Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2017;Logroño;Logroño;La Rioja;12.99;Media Distancia;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2017;Pamplona;Pamplona;Navarra;11.25;Media Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2018;Madrid Puerta de Atocha;Madrid;Comunidad de Madrid;78.42;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2018;Madrid Chamartín;Madrid;Comunidad de Madrid;100.7;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2018;Barcelona Sants;Barcelona;Cataluña;66.7;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2018;Valencia Joaquín Sorolla;Valencia;Comunidad Valenciana;39.93;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2018;Sevilla Santa Justa;Sevilla;Andalucía;20.08;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2018;Málaga María Zambrano;Málaga;Andalucía;56.46;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2018;Zaragoza Delicias;Zaragoza;Aragón;12.31;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2018;Alicante Terminal;Alicante;Comunidad Valenciana;20.31;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2018;Bilbao-Abando Indalecio Prieto;Bilbao;País Vasco;20.3;Larga Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2018;Santander;Santander;Cantabria;22.66;Larga Distancia;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2018;Valladolid Campo Grande;Valladolid;Castilla y León;24.89;Larga Distancia;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2018;Córdoba Central;Córdoba;Andalucía;14.12;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2018;Granada;Granada;Andalucía;25.03;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2018;Murcia del Carmen;Murcia;Región de Murcia;11.94;Media Distancia / Cercanías;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2018;La Coruña-San Cristóbal;A Coruña;Galicia;19.65;Larga Distancia / Media Distancia;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2018;Santiago de Compostela;Santiago de Compostela;Galicia;21.72;Larga Distancia / Media Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2018;Oviedo;Oviedo;Asturias;24.74;Media Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2018;Gijón;Gijón;Asturias;10.39;Media Distancia;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2018;Logroño;Logroño;La Rioja;15.58;Media Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2018;Pamplona;Pamplona;Navarra;20.32;Media Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2019;Madrid Puerta de Atocha;Madrid;Comunidad de Madrid;79.22;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2019;Madrid Chamartín;Madrid;Comunidad de Madrid;61.29;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2019;Barcelona Sants;Barcelona;Cataluña;52.0;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2019;Valencia Joaquín Sorolla;Valencia;Comunidad Valenciana;44.09;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2019;Sevilla Santa Justa;Sevilla;Andalucía;33.35;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2019;Málaga María Zambrano;Málaga;Andalucía;53.82;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2019;Zaragoza Delicias;Zaragoza;Aragón;22.39;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2019;Alicante Terminal;Alicante;Comunidad Valenciana;2.62;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2019;Bilbao-Abando Indalecio Prieto;Bilbao;País Vasco;5.24;Larga Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2019;Santander;Santander;Cantabria;15.36;Larga Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2019;Valladolid Campo Grande;Valladolid;Castilla y León;3.87;Larga Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2019;Córdoba Central;Córdoba;Andalucía;25.43;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2019;Granada;Granada;Andalucía;8.05;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2019;Murcia del Carmen;Murcia;Región de Murcia;4.05;Media Distancia / Cercanías;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2019;La Coruña-San Cristóbal;A Coruña;Galicia;9.42;Larga Distancia / Media Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2019;Santiago de Compostela;Santiago de Compostela;Galicia;8.38;Larga Distancia / Media Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2019;Oviedo;Oviedo;Asturias;21.54;Media Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2019;Gijón;Gijón;Asturias;20.55;Media Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2019;Logroño;Logroño;La Rioja;15.75;Media Distancia;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2019;Pamplona;Pamplona;Navarra;12.15;Media Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2020;Madrid Puerta de Atocha;Madrid;Comunidad de Madrid;64.81;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2020;Madrid Chamartín;Madrid;Comunidad de Madrid;79.02;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2020;Barcelona Sants;Barcelona;Cataluña;41.87;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2020;Valencia Joaquín Sorolla;Valencia;Comunidad Valenciana;43.59;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2020;Sevilla Santa Justa;Sevilla;Andalucía;53.11;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2020;Málaga María Zambrano;Málaga;Andalucía;45.29;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2020;Zaragoza Delicias;Zaragoza;Aragón;4.09;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2020;Alicante Terminal;Alicante;Comunidad Valenciana;12.67;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2020;Bilbao-Abando Indalecio Prieto;Bilbao;País Vasco;3.56;Larga Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2020;Santander;Santander;Cantabria;2.47;Larga Distancia;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2020;Valladolid Campo Grande;Valladolid;Castilla y León;8.81;Larga Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2020;Córdoba Central;Córdoba;Andalucía;12.58;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2020;Granada;Granada;Andalucía;24.79;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2020;Murcia del Carmen;Murcia;Región de Murcia;21.12;Media Distancia / Cercanías;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2020;La Coruña-San Cristóbal;A Coruña;Galicia;27.51;Larga Distancia / Media Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2020;Santiago de Compostela;Santiago de Compostela;Galicia;19.49;Larga Distancia / Media Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2020;Oviedo;Oviedo;Asturias;15.74;Media Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2020;Gijón;Gijón;Asturias;25.31;Media Distancia;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2020;Logroño;Logroño;La Rioja;22.49;Media Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2020;Pamplona;Pamplona;Navarra;29.58;Media Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2021;Madrid Puerta de Atocha;Madrid;Comunidad de Madrid;116.92;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2021;Madrid Chamartín;Madrid;Comunidad de Madrid;67.17;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2021;Barcelona Sants;Barcelona;Cataluña;57.26;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2021;Valencia Joaquín Sorolla;Valencia;Comunidad Valenciana;30.56;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2021;Sevilla Santa Justa;Sevilla;Andalucía;56.01;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2021;Málaga María Zambrano;Málaga;Andalucía;22.53;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2021;Zaragoza Delicias;Zaragoza;Aragón;3.56;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2021;Alicante Terminal;Alicante;Comunidad Valenciana;28.15;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2021;Bilbao-Abando Indalecio Prieto;Bilbao;País Vasco;26.1;Larga Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2021;Santander;Santander;Cantabria;15.82;Larga Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2021;Valladolid Campo Grande;Valladolid;Castilla y León;5.65;Larga Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2021;Córdoba Central;Córdoba;Andalucía;11.34;Larga Distancia / AVE;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2021;Granada;Granada;Andalucía;25.82;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2021;Murcia del Carmen;Murcia;Región de Murcia;24.6;Media Distancia / Cercanías;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2021;La Coruña-San Cristóbal;A Coruña;Galicia;10.03;Larga Distancia / Media Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2021;Santiago de Compostela;Santiago de Compostela;Galicia;16.88;Larga Distancia / Media Distancia;Renfe Viajeros - Cuentas anuales e informes de gestión (viajeros por servicios AVE, Larga Distancia, Media Distancia)
2021;Oviedo;Oviedo;Asturias;16.34;Media Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2021;Gijón;Gijón;Asturias;30.13;Media Distancia;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2021;Logroño;Logroño;La Rioja;16.89;Media Distancia;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2021;Pamplona;Pamplona;Navarra;9.45;Media Distancia;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2022;Madrid Puerta de Atocha;Madrid;Comunidad de Madrid;76.9;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2022;Madrid Chamartín;Madrid;Comunidad de Madrid;114.01;Larga Distancia / AVE;Estaciones de ferrocarril en España por número de viajeros (Wikipedia, basado en datos ADIF/Renfe)
2022;Barcelona Sants;Barcelona;Cataluña;60.16;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
2022;Valencia Joaquín Sorolla;Valencia;Comunidad Valenciana;28.4;Larga Distancia / AVE;ADIF - Estadísticas de tráfico ferroviario por estación (viajeros anuales)
