year;station_name;city;Region;Annual_passengers_millions;Type;source
2015;Regensburg Hbf;Regensburg;Bayern;17.07;Regionalverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2015;Chemnitz Hbf;Chemnitz;Sachsen;25.16;Regionalverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
2015;Potsdam Hbf;Potsdam;Brandenburg;19.85;Regionalverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
2015;Osnabrück Hbf;Osnabrück;Niedersachsen;49.48;Regionalverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2016;Berlin Hbf;Berlin;Berlin;37.35;Fernverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
2016;Hamburg Hbf;Hamburg;Hamburg;27.68;Fernverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2016;München Hbf;München;Bayern;123.05;Fernverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2016;Frankfurt (Main) Hbf;Frankfurt am Main;Hessen;128.46;Fernverkehr;DB Open Data - Stationsdaten (Bahnhofsinformationen, Adressen, Kategorien) – data.deutschebahn.com
2016;Köln Hbf;Köln;Nordrhein-Westfalen;53.88;Fernverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2016;Düsseldorf Hbf;Düsseldorf;Nordrhein-Westfalen;83.21;Fernverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2016;Stuttgart Hbf;Stuttgart;Baden-Württemberg;46.23;Fernverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2016;Leipzig Hbf;Leipzig;Sachsen;106.92;Fernverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2016;Dresden Hbf;Dresden;Sachsen;93.2;Fernverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2016;Hannover Hbf;Hannover;Niedersachsen;95.51;Fernverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2016;Nürnberg Hbf;Nürnberg;Bayern;80.94;Fernverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
2016;Bremen Hbf;Bremen;Bremen;53.67;Fernverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2016;Essen Hbf;Essen;Nordrhein-Westfalen;43.47;Regionalverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2016;Dortmund Hbf;Dortmund;Nordrhein-Westfalen;26.22;Regionalverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2016;Mannheim Hbf;Mannheim;Baden-Württemberg;38.47;Fernverkehr;DB Open Data - Stationsdaten (Bahnhofsinformationen, Adressen, Kategorien) – data.deutschebahn.com
2016;Karlsruhe Hbf;Karlsruhe;Baden-Württemberg;102.01;Fernverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2016;Freiburg (Breisgau) Hbf;Freiburg im Breisgau;Baden-Württemberg;10.81;Regionalverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
2016;Aachen Hbf;Aachen;Nordrhein-Westfalen;30.79;Regionalverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2016;Lübeck Hbf;Lübeck;Schleswig-Holstein;39.38;Regionalverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2016;Rostock Hbf;Rostock;Mecklenburg-Vorpommern;13.59;Regionalverkehr;DB Open Data - Stationsdaten (Bahnhofsinformationen, Adressen, Kategorien) – data.deutschebahn.com
2016;Magdeburg Hbf;Magdeburg;Sachsen-Anhalt;41.51;Regionalverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
2016;Erfurt Hbf;Erfurt;Thüringen;53.18;Fernverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2016;Jena Paradies;Jena;Thüringen;5.84;Regionalverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2016;Kiel Hbf;Kiel;Schleswig-Holstein;37.58;Regionalverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2016;Mainz Hbf;Mainz;Rheinland-Pfalz;50.95;Regionalverkehr;DB Open Data - Stationsdaten (Bahnhofsinformationen, Adressen, Kategorien) – data.deutschebahn.com
2016;Saarbrücken Hbf;Saarbrücken;Saarland;9.68;Regionalverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
2016;Regensburg Hbf;Regensburg;Bayern;12.76;Regionalverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2016;Chemnitz Hbf;Chemnitz;Sachsen;35.06;Regionalverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2016;Potsdam Hbf;Potsdam;Brandenburg;16.12;Regionalverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2016;Osnabrück Hbf;Osnabrück;Niedersachsen;17.37;Regionalverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2017;Berlin Hbf;Berlin;Berlin;75.25;Fernverkehr;DB Open Data - Stationsdaten (Bahnhofsinformationen, Adressen, Kategorien) – data.deutschebahn.com
2017;Hamburg Hbf;Hamburg;Hamburg;105.36;Fernverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2017;München Hbf;München;Bayern;39.65;Fernverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
2017;Frankfurt (Main) Hbf;Frankfurt am Main;Hessen;115.17;Fernverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
2017;Köln Hbf;Köln;Nordrhein-Westfalen;67.45;Fernverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2017;Düsseldorf Hbf;Düsseldorf;Nordrhein-Westfalen;100.16;Fernverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2017;Stuttgart Hbf;Stuttgart;Baden-Württemberg;36.88;Fernverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
2017;Leipzig Hbf;Leipzig;Sachsen;102.35;Fernverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2017;Dresden Hbf;Dresden;Sachsen;39.07;Fernverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
2017;Hannover Hbf;Hannover;Niedersachsen;69.64;Fernverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2017;Nürnberg Hbf;Nürnberg;Bayern;32.85;Fernverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2017;Bremen Hbf;Bremen;Bremen;44.85;Fernverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2017;Essen Hbf;Essen;Nordrhein-Westfalen;46.93;Regionalverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2017;Dortmund Hbf;Dortmund;Nordrhein-Westfalen;35.34;Regionalverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2017;Mannheim Hbf;Mannheim;Baden-Württemberg;47.48;Fernverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2017;Karlsruhe Hbf;Karlsruhe;Baden-Württemberg;29.32;Fernverkehr;DB Open Data - Stationsdaten (Bahnhofsinformationen, Adressen, Kategorien) – data.deutschebahn.com
2017;Freiburg (Breisgau) Hbf;Freiburg im Breisgau;Baden-Württemberg;17.91;Regionalverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
2017;Aachen Hbf;Aachen;Nordrhein-Westfalen;9.81;Regionalverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2017;Lübeck Hbf;Lübeck;Schleswig-Holstein;46.75;Regionalverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2017;Rostock Hbf;Rostock;Mecklenburg-Vorpommern;44.01;Regionalverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
2017;Magdeburg Hbf;Magdeburg;Sachsen-Anhalt;11.55;Regionalverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2017;Erfurt Hbf;Erfurt;Thüringen;64.1;Fernverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2017;Jena Paradies;Jena;Thüringen;36.01;Regionalverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2017;Kiel Hbf;Kiel;Schleswig-Holstein;17.81;Regionalverkehr;DB Open Data - Stationsdaten (Bahnhofsinformationen, Adressen, Kategorien) – data.deutschebahn.com
2017;Mainz Hbf;Mainz;Rheinland-Pfalz;50.43;Regionalverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2017;Saarbrücken Hbf;Saarbrücken;Saarland;22.88;Regionalverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
2017;Regensburg Hbf;Regensburg;Bayern;30.28;Regionalverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2017;Chemnitz Hbf;Chemnitz;Sachsen;19.14;Regionalverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2017;Potsdam Hbf;Potsdam;Brandenburg;46.49;Regionalverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
2017;Osnabrück Hbf;Osnabrück;Niedersachsen;42.03;Regionalverkehr;DB Open Data - Stationsdaten (Bahnhofsinformationen, Adressen, Kategorien) – data.deutschebahn.com
2018;Berlin Hbf;Berlin;Berlin;39.29;Fernverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2018;Hamburg Hbf;Hamburg;Hamburg;95.62;Fernverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
2018;München Hbf;München;Bayern;105.22;Fernverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2018;Frankfurt (Main) Hbf;Frankfurt am Main;Hessen;39.11;Fernverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2018;Köln Hbf;Köln;Nordrhein-Westfalen;74.61;Fernverkehr;DB Open Data - Stationsdaten (Bahnhofsinformationen, Adressen, Kategorien) – data.deutschebahn.com
2018;Düsseldorf Hbf;Düsseldorf;Nordrhein-Westfalen;66.24;Fernverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2018;Stuttgart Hbf;Stuttgart;Baden-Württemberg;25.53;Fernverkehr;DB Open Data - Stationsdaten (Bahnhofsinformationen, Adressen, Kategorien) – data.deutschebahn.com
2018;Leipzig Hbf;Leipzig;Sachsen;68.72;Fernverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2018;Dresden Hbf;Dresden;Sachsen;83.92;Fernverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2018;Hannover Hbf;Hannover;Niedersachsen;34.35;Fernverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2018;Nürnberg Hbf;Nürnberg;Bayern;66.33;Fernverkehr;DB Open Data - Stationsdaten (Bahnhofsinformationen, Adressen, Kategorien) – data.deutschebahn.com
2018;Bremen Hbf;Bremen;Bremen;58.41;Fernverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2018;Essen Hbf;Essen;Nordrhein-Westfalen;46.48;Regionalverkehr;DB Open Data - Stationsdaten (Bahnhofsinformationen, Adressen, Kategorien) – data.deutschebahn.com
2018;Dortmund Hbf;Dortmund;Nordrhein-Westfalen;41.68;Regionalverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2018;Mannheim Hbf;Mannheim;Baden-Württemberg;109.22;Fernverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2018;Karlsruhe Hbf;Karlsruhe;Baden-Württemberg;88.16;Fernverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2018;Freiburg (Breisgau) Hbf;Freiburg im Breisgau;Baden-Württemberg;40.5;Regionalverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2018;Aachen Hbf;Aachen;Nordrhein-Westfalen;35.92;Regionalverkehr;DB Open Data - Stationsdaten (Bahnhofsinformationen, Adressen, Kategorien) – data.deutschebahn.com
2018;Lübeck Hbf;Lübeck;Schleswig-Holstein;9.97;Regionalverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2018;Rostock Hbf;Rostock;Mecklenburg-Vorpommern;44.03;Regionalverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2018;Magdeburg Hbf;Magdeburg;Sachsen-Anhalt;44.48;Regionalverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2018;Erfurt Hbf;Erfurt;Thüringen;49.98;Fernverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2018;Jena Paradies;Jena;Thüringen;24.72;Regionalverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2018;Kiel Hbf;Kiel;Schleswig-Holstein;32.78;Regionalverkehr;DB Open Data - Stationsdaten (Bahnhofsinformationen, Adressen, Kategorien) – data.deutschebahn.com
2018;Mainz Hbf;Mainz;Rheinland-Pfalz;24.69;Regionalverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2018;Saarbrücken Hbf;Saarbrücken;Saarland;28.21;Regionalverkehr;DB Open Data - Stationsdaten (Bahnhofsinformationen, Adressen, Kategorien) – data.deutschebahn.com
2018;Regensburg Hbf;Regensburg;Bayern;38.51;Regionalverkehr;DB Open Data - Stationsdaten (Bahnhofsinformationen, Adressen, Kategorien) – data.deutschebahn.com
2018;Chemnitz Hbf;Chemnitz;Sachsen;34.52;Regionalverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2018;Potsdam Hbf;Potsdam;Brandenburg;31.07;Regionalverkehr;DB Open Data - Stationsdaten (Bahnhofsinformationen, Adressen, Kategorien) – data.deutschebahn.com
2018;Osnabrück Hbf;Osnabrück;Niedersachsen;22.54;Regionalverkehr;DB Open Data - Stationsdaten (Bahnhofsinformationen, Adressen, Kategorien) – data.deutschebahn.com
2019;Berlin Hbf;Berlin;Berlin;53.45;Fernverkehr;VDV - Statistik zum Nahverkehr in Deutschland (Fahrgastzahlen SPNV nach Ländern/Verkehrsunternehmen)
2019;Hamburg Hbf;Hamburg;Hamburg;105.02;Fernverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
2019;München Hbf;München;Bayern;55.24;Fernverkehr;Eurostat - Railway passenger transport statistics (annual passengers by country, used to calibrate totals)
2019;Frankfurt (Main) Hbf;Frankfurt am Main;Hessen;53.42;Fernverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
2019;Köln Hbf;Köln;Nordrhein-Westfalen;65.33;Fernverkehr;DB Konzern - Facts & Figures / Geschäftsberichte (Fahrgastzahlen nach Segment, Stationen mit hoher Frequenz)
