No.;year;origin_country;origin_station_name;origin_city;origin_region;destination_country;destination_station_name;destination_city;destination_region;Passengers_millions;Type
2781;2017;Portugal;Porto Campanhã;Porto;Porto;Portugal;Faro;Faro;Faro;0.577;Long-distance / Intercidades
2782;2017;Portugal;Porto Campanhã;Porto;Porto;Portugal;Évora;Évora;Évora;0.851;Long-distance / Intercidades
2783;2017;Portugal;Porto Campanhã;Porto;Porto;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;1.581;Long-distance / Intercidades
2784;2017;Portugal;Coimbra-B;Coimbra;Coimbra;Portugal;Évora;Évora;Évora;0.823;Long-distance / Intercidades
2785;2017;Portugal;Coimbra-B;Coimbra;Coimbra;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;0.377;Long-distance / Intercidades
2786;2017;Portugal;Faro;Faro;Faro;Portugal;Lisboa Oriente;Lisboa;Lisboa;6.642;Long-distance / Intercidades
2787;2017;Portugal;Faro;Faro;Faro;Portugal;Braga;Braga;Braga;1.021;Long-distance / Intercidades
2788;2017;Portugal;Faro;Faro;Faro;Portugal;Guimarães;Guimarães;Braga;0.961;Long-distance / Intercidades
2789;2017;Portugal;Braga;Braga;Braga;Portugal;Faro;Faro;Faro;1.19;Regional / Urban
2790;2017;Portugal;Braga;Braga;Braga;Portugal;Guimarães;Guimarães;Braga;0.118;Regional / Urban
2791;2017;Portugal;Guimarães;Guimarães;Braga;Portugal;Braga;Braga;Braga;0.574;Regional / Urban
2792;2017;Portugal;Guimarães;Guimarães;Braga;Portugal;Aveiro;Aveiro;Aveiro;1.259;Regional / Urban
2793;2017;Portugal;Guimarães;Guimarães;Braga;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;1.536;Regional / Urban
2794;2017;Portugal;Aveiro;Aveiro;Aveiro;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;0.885;Regional / Urban
2795;2017;Portugal;Évora;Évora;Évora;Portugal;Lisboa Oriente;Lisboa;Lisboa;0.876;Regional / Long-distance
2796;2017;Portugal;Évora;Évora;Évora;Portugal;Coimbra-B;Coimbra;Coimbra;0.757;Regional / Long-distance
2797;2017;Portugal;Évora;Évora;Évora;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;0.555;Regional / Long-distance
2798;2017;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;Portugal;Lisboa Oriente;Lisboa;Lisboa;0.589;Regional / Urban
2799;2018;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;Portugal;Guimarães;Guimarães;Braga;0.049;Long-distance / Intercidades
2800;2018;Portugal;Lisboa Oriente;Lisboa;Lisboa;Portugal;Faro;Faro;Faro;0.972;Long-distance / Intercidades
2801;2018;Portugal;Porto Campanhã;Porto;Porto;Portugal;Coimbra-B;Coimbra;Coimbra;2.689;Long-distance / Intercidades
2802;2018;Portugal;Porto Campanhã;Porto;Porto;Portugal;Faro;Faro;Faro;1.582;Long-distance / Intercidades
2803;2018;Portugal;Porto Campanhã;Porto;Porto;Portugal;Braga;Braga;Braga;0.634;Long-distance / Intercidades
2804;2018;Portugal;Porto Campanhã;Porto;Porto;Portugal;Aveiro;Aveiro;Aveiro;0.458;Long-distance / Intercidades
2805;2018;Portugal;Coimbra-B;Coimbra;Coimbra;Portugal;Lisboa Oriente;Lisboa;Lisboa;5.746;Long-distance / Intercidades
2806;2018;Portugal;Coimbra-B;Coimbra;Coimbra;Portugal;Faro;Faro;Faro;0.785;Long-distance / Intercidades
2807;2018;Portugal;Coimbra-B;Coimbra;Coimbra;Portugal;Guimarães;Guimarães;Braga;0.475;Long-distance / Intercidades
2808;2018;Portugal;Coimbra-B;Coimbra;Coimbra;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;1.132;Long-distance / Intercidades
2809;2018;Portugal;Braga;Braga;Braga;Portugal;Évora;Évora;Évora;1.138;Regional / Urban
2810;2018;Portugal;Guimarães;Guimarães;Braga;Portugal;Porto Campanhã;Porto;Porto;0.64;Regional / Urban
2811;2018;Portugal;Guimarães;Guimarães;Braga;Portugal;Évora;Évora;Évora;1.023;Regional / Urban
2812;2018;Portugal;Évora;Évora;Évora;Portugal;Lisboa Oriente;Lisboa;Lisboa;0.195;Regional / Long-distance
2813;2018;Portugal;Évora;Évora;Évora;Portugal;Faro;Faro;Faro;0.566;Regional / Long-distance
2814;2018;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;0.188;Regional / Urban
2815;2018;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;Portugal;Faro;Faro;Faro;0.828;Regional / Urban
2816;2018;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;Portugal;Braga;Braga;Braga;0.864;Regional / Urban
2817;2019;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;Portugal;Aveiro;Aveiro;Aveiro;0.489;Long-distance / Intercidades
2818;2019;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;Portugal;Évora;Évora;Évora;1.343;Long-distance / Intercidades
2819;2019;Portugal;Porto Campanhã;Porto;Porto;Portugal;Coimbra-B;Coimbra;Coimbra;4.826;Long-distance / Intercidades
2820;2019;Portugal;Braga;Braga;Braga;Portugal;Coimbra-B;Coimbra;Coimbra;1.281;Regional / Urban
2821;2019;Portugal;Braga;Braga;Braga;Portugal;Faro;Faro;Faro;1.347;Regional / Urban
2822;2019;Portugal;Guimarães;Guimarães;Braga;Portugal;Lisboa Oriente;Lisboa;Lisboa;0.824;Regional / Urban
2823;2019;Portugal;Aveiro;Aveiro;Aveiro;Portugal;Braga;Braga;Braga;0.877;Regional / Urban
2824;2019;Portugal;Évora;Évora;Évora;Portugal;Guimarães;Guimarães;Braga;0.286;Regional / Long-distance
2825;2019;Portugal;Évora;Évora;Évora;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;0.448;Regional / Long-distance
2826;2019;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;Portugal;Porto Campanhã;Porto;Porto;1.264;Regional / Urban
2827;2019;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;Portugal;Coimbra-B;Coimbra;Coimbra;0.149;Regional / Urban
2828;2019;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;Portugal;Faro;Faro;Faro;1.367;Regional / Urban
2829;2020;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;Portugal;Lisboa Oriente;Lisboa;Lisboa;0.677;Long-distance / Intercidades
2830;2020;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;Portugal;Coimbra-B;Coimbra;Coimbra;1.386;Long-distance / Intercidades
2831;2020;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;Portugal;Évora;Évora;Évora;0.606;Long-distance / Intercidades
2832;2020;Portugal;Lisboa Oriente;Lisboa;Lisboa;Portugal;Guimarães;Guimarães;Braga;0.073;Long-distance / Intercidades
2833;2020;Portugal;Lisboa Oriente;Lisboa;Lisboa;Portugal;Aveiro;Aveiro;Aveiro;0.74;Long-distance / Intercidades
2834;2020;Portugal;Porto Campanhã;Porto;Porto;Portugal;Faro;Faro;Faro;1.604;Long-distance / Intercidades
2835;2020;Portugal;Porto Campanhã;Porto;Porto;Portugal;Évora;Évora;Évora;0.915;Long-distance / Intercidades
2836;2020;Portugal;Porto Campanhã;Porto;Porto;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;0.229;Long-distance / Intercidades
2837;2020;Portugal;Coimbra-B;Coimbra;Coimbra;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;1.211;Long-distance / Intercidades
2838;2020;Portugal;Coimbra-B;Coimbra;Coimbra;Portugal;Porto Campanhã;Porto;Porto;5.012;Long-distance / Intercidades
2839;2020;Portugal;Coimbra-B;Coimbra;Coimbra;Portugal;Aveiro;Aveiro;Aveiro;0.325;Long-distance / Intercidades
2840;2020;Portugal;Faro;Faro;Faro;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;1.448;Long-distance / Intercidades
2841;2020;Portugal;Faro;Faro;Faro;Portugal;Lisboa Oriente;Lisboa;Lisboa;3.745;Long-distance / Intercidades
2842;2020;Portugal;Faro;Faro;Faro;Portugal;Guimarães;Guimarães;Braga;0.397;Long-distance / Intercidades
2843;2020;Portugal;Aveiro;Aveiro;Aveiro;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;0.216;Regional / Urban
2844;2020;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;Portugal;Lisboa Oriente;Lisboa;Lisboa;1.07;Regional / Urban
2845;2020;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;Portugal;Porto Campanhã;Porto;Porto;0.94;Regional / Urban
2846;2021;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;Portugal;Porto Campanhã;Porto;Porto;5.646;Long-distance / Intercidades
2847;2021;Portugal;Lisboa Oriente;Lisboa;Lisboa;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;0.617;Long-distance / Intercidades
2848;2021;Portugal;Lisboa Oriente;Lisboa;Lisboa;Portugal;Évora;Évora;Évora;1.366;Long-distance / Intercidades
2849;2021;Portugal;Porto Campanhã;Porto;Porto;Portugal;Guimarães;Guimarães;Braga;0.494;Long-distance / Intercidades
2850;2021;Portugal;Porto Campanhã;Porto;Porto;Portugal;Évora;Évora;Évora;0.364;Long-distance / Intercidades
2851;2021;Portugal;Porto Campanhã;Porto;Porto;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;1.251;Long-distance / Intercidades
2852;2021;Portugal;Coimbra-B;Coimbra;Coimbra;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;1.129;Long-distance / Intercidades
2853;2021;Portugal;Coimbra-B;Coimbra;Coimbra;Portugal;Faro;Faro;Faro;0.621;Long-distance / Intercidades
2854;2021;Portugal;Faro;Faro;Faro;Portugal;Coimbra-B;Coimbra;Coimbra;0.222;Long-distance / Intercidades
2855;2021;Portugal;Faro;Faro;Faro;Portugal;Aveiro;Aveiro;Aveiro;1.797;Long-distance / Intercidades
2856;2021;Portugal;Faro;Faro;Faro;Portugal;Évora;Évora;Évora;1.073;Long-distance / Intercidades
2857;2021;Portugal;Braga;Braga;Braga;Portugal;Coimbra-B;Coimbra;Coimbra;1.231;Regional / Urban
2858;2021;Portugal;Aveiro;Aveiro;Aveiro;Portugal;Porto Campanhã;Porto;Porto;1.77;Regional / Urban
2859;2021;Portugal;Aveiro;Aveiro;Aveiro;Portugal;Braga;Braga;Braga;0.782;Regional / Urban
2860;2021;Portugal;Aveiro;Aveiro;Aveiro;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;0.931;Regional / Urban
2861;2022;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;Portugal;Braga;Braga;Braga;1.287;Long-distance / Intercidades
2862;2022;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;Portugal;Aveiro;Aveiro;Aveiro;1.588;Long-distance / Intercidades
2863;2022;Portugal;Lisboa Oriente;Lisboa;Lisboa;Portugal;Faro;Faro;Faro;1.521;Long-distance / Intercidades
2864;2022;Portugal;Porto Campanhã;Porto;Porto;Portugal;Coimbra-B;Coimbra;Coimbra;4.74;Long-distance / Intercidades
2865;2022;Portugal;Coimbra-B;Coimbra;Coimbra;Portugal;Braga;Braga;Braga;1.791;Long-distance / Intercidades
2866;2022;Portugal;Coimbra-B;Coimbra;Coimbra;Portugal;Guimarães;Guimarães;Braga;0.402;Long-distance / Intercidades
2867;2022;Portugal;Faro;Faro;Faro;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;1.301;Long-distance / Intercidades
2868;2022;Portugal;Faro;Faro;Faro;Portugal;Aveiro;Aveiro;Aveiro;0.379;Long-distance / Intercidades
2869;2022;Portugal;Braga;Braga;Braga;Portugal;Faro;Faro;Faro;0.842;Regional / Urban
2870;2022;Portugal;Guimarães;Guimarães;Braga;Portugal;Lisboa Oriente;Lisboa;Lisboa;0.764;Regional / Urban
2871;2022;Portugal;Aveiro;Aveiro;Aveiro;Portugal;Évora;Évora;Évora;0.982;Regional / Urban
2872;2022;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;1.244;Regional / Urban
2873;2023;Portugal;Lisboa Oriente;Lisboa;Lisboa;Portugal;Aveiro;Aveiro;Aveiro;0.784;Long-distance / Intercidades
2874;2023;Portugal;Lisboa Oriente;Lisboa;Lisboa;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;0.415;Long-distance / Intercidades
2875;2023;Portugal;Porto Campanhã;Porto;Porto;Portugal;Coimbra-B;Coimbra;Coimbra;4.47;Long-distance / Intercidades
2876;2023;Portugal;Porto Campanhã;Porto;Porto;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;1.77;Long-distance / Intercidades
2877;2023;Portugal;Faro;Faro;Faro;Portugal;Évora;Évora;Évora;0.503;Long-distance / Intercidades
2878;2023;Portugal;Faro;Faro;Faro;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;0.475;Long-distance / Intercidades
2879;2023;Portugal;Braga;Braga;Braga;Portugal;Évora;Évora;Évora;0.396;Regional / Urban
2880;2023;Portugal;Guimarães;Guimarães;Braga;Portugal;Coimbra-B;Coimbra;Coimbra;0.722;Regional / Urban
2881;2023;Portugal;Guimarães;Guimarães;Braga;Portugal;Évora;Évora;Évora;1.041;Regional / Urban
2882;2023;Portugal;Évora;Évora;Évora;Portugal;Lisboa Oriente;Lisboa;Lisboa;1.605;Regional / Long-distance
2883;2023;Portugal;Évora;Évora;Évora;Portugal;Coimbra-B;Coimbra;Coimbra;0.432;Regional / Long-distance
2884;2023;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;0.397;Regional / Urban
2885;2023;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;Portugal;Guimarães;Guimarães;Braga;0.112;Regional / Urban
2886;2024;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;Portugal;Porto Campanhã;Porto;Porto;6.303;Long-distance / Intercidades
2887;2024;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;Portugal;Évora;Évora;Évora;1.771;Long-distance / Intercidades
2888;2024;Portugal;Lisboa Oriente;Lisboa;Lisboa;Portugal;Coimbra-B;Coimbra;Coimbra;6.154;Long-distance / Intercidades
2889;2024;Portugal;Lisboa Oriente;Lisboa;Lisboa;Portugal;Braga;Braga;Braga;0.383;Long-distance / Intercidades
2890;2024;Portugal;Porto Campanhã;Porto;Porto;Portugal;Guimarães;Guimarães;Braga;1.808;Long-distance / Intercidades
2891;2024;Portugal;Porto Campanhã;Porto;Porto;Portugal;Aveiro;Aveiro;Aveiro;0.328;Long-distance / Intercidades
2892;2024;Portugal;Faro;Faro;Faro;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;1.849;Long-distance / Intercidades
2893;2024;Portugal;Faro;Faro;Faro;Portugal;Porto Campanhã;Porto;Porto;0.222;Long-distance / Intercidades
2894;2024;Portugal;Guimarães;Guimarães;Braga;Portugal;Coimbra-B;Coimbra;Coimbra;0.468;Regional / Urban
2895;2024;Portugal;Guimarães;Guimarães;Braga;Portugal;Faro;Faro;Faro;0.92;Regional / Urban
2896;2024;Portugal;Évora;Évora;Évora;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;1.062;Regional / Long-distance
2897;2024;Portugal;Évora;Évora;Évora;Portugal;Faro;Faro;Faro;1.579;Regional / Long-distance
2898;2024;Portugal;Évora;Évora;Évora;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;0.365;Regional / Long-distance
2899;2024;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;Portugal;Braga;Braga;Braga;0.821;Regional / Urban
