No.;year;origin_country;origin_station_name;origin_city;origin_region;destination_country;destination_station_name;destination_city;destination_region;Passengers_millions;Type
5676;2017;Switzerland;Lugano;Lugano;Ticino;Switzerland;Zürich HB;Zürich;Zürich;3.253;Long-distance
5677;2018;Switzerland;Zürich HB;Zürich;Zürich;Switzerland;Bern;Bern;Bern;7.515;Long-distance
5678;2018;Switzerland;Zürich HB;Zürich;Zürich;Switzerland;Genève;Genève;Genève;3.876;Long-distance
5679;2018;Switzerland;Bern;Bern;Bern;Switzerland;Lausanne;Lausanne;Vaud;3.622;Long-distance
5680;2018;Switzerland;Bern;Bern;Bern;Switzerland;Fribourg/Freiburg;Fribourg;Fribourg;1.408;Long-distance
5681;2018;Switzerland;Lausanne;Lausanne;Vaud;Switzerland;Basel SBB;Basel;Basel-Stadt;0.774;Long-distance
5682;2018;Switzerland;Luzern;Luzern;Luzern;Switzerland;Bern;Bern;Bern;0.34;Long-distance
5683;2018;Switzerland;Winterthur;Winterthur;Zürich;Switzerland;Genève;Genève;Genève;2.722;Regional
5684;2018;Switzerland;St. Gallen;St. Gallen;St. Gallen;Switzerland;Lausanne;Lausanne;Vaud;4.751;Regional
5685;2018;Switzerland;St. Gallen;St. Gallen;St. Gallen;Switzerland;Lugano;Lugano;Ticino;0.569;Regional
5686;2018;Switzerland;Fribourg/Freiburg;Fribourg;Fribourg;Switzerland;Lausanne;Lausanne;Vaud;2.553;Regional
5687;2018;Switzerland;Lugano;Lugano;Ticino;Switzerland;Luzern;Luzern;Luzern;2.695;Long-distance
5688;2018;Switzerland;Lugano;Lugano;Ticino;Switzerland;Fribourg/Freiburg;Fribourg;Fribourg;2.439;Long-distance
5689;2019;Switzerland;Zürich HB;Zürich;Zürich;Switzerland;Bern;Bern;Bern;9.76;Long-distance
5690;2019;Switzerland;Zürich HB;Zürich;Zürich;Switzerland;Fribourg/Freiburg;Fribourg;Fribourg;3.444;Long-distance
5691;2019;Switzerland;Bern;Bern;Bern;Switzerland;Genève;Genève;Genève;2.563;Long-distance
5692;2019;Switzerland;Genève;Genève;Genève;Switzerland;Luzern;Luzern;Luzern;2.885;Long-distance
5693;2019;Switzerland;Basel SBB;Basel;Basel-Stadt;Switzerland;Lausanne;Lausanne;Vaud;2.234;Long-distance
5694;2019;Switzerland;Lausanne;Lausanne;Vaud;Switzerland;Zürich HB;Zürich;Zürich;0.38;Long-distance
5695;2019;Switzerland;Luzern;Luzern;Luzern;Switzerland;Genève;Genève;Genève;3.045;Long-distance
5696;2019;Switzerland;Luzern;Luzern;Luzern;Switzerland;Lausanne;Lausanne;Vaud;3.233;Long-distance
5697;2019;Switzerland;Luzern;Luzern;Luzern;Switzerland;Fribourg/Freiburg;Fribourg;Fribourg;0.136;Long-distance
5698;2019;Switzerland;Fribourg/Freiburg;Fribourg;Fribourg;Switzerland;Luzern;Luzern;Luzern;4.444;Regional
5699;2019;Switzerland;Lugano;Lugano;Ticino;Switzerland;Zürich HB;Zürich;Zürich;2.551;Long-distance
5700;2020;Switzerland;Zürich HB;Zürich;Zürich;Switzerland;Winterthur;Winterthur;Zürich;2.002;Long-distance
5701;2020;Switzerland;Bern;Bern;Bern;Switzerland;Zürich HB;Zürich;Zürich;3.321;Long-distance
5702;2020;Switzerland;Bern;Bern;Bern;Switzerland;Lugano;Lugano;Ticino;3.419;Long-distance
5703;2020;Switzerland;Basel SBB;Basel;Basel-Stadt;Switzerland;Zürich HB;Zürich;Zürich;6.342;Long-distance
5704;2020;Switzerland;Fribourg/Freiburg;Fribourg;Fribourg;Switzerland;Lausanne;Lausanne;Vaud;3.188;Regional
5705;2021;Switzerland;Zürich HB;Zürich;Zürich;Switzerland;Genève;Genève;Genève;1.569;Long-distance
5706;2021;Switzerland;Genève;Genève;Genève;Switzerland;Zürich HB;Zürich;Zürich;3.184;Long-distance
5707;2021;Switzerland;Basel SBB;Basel;Basel-Stadt;Switzerland;Lausanne;Lausanne;Vaud;0.78;Long-distance
5708;2021;Switzerland;Lausanne;Lausanne;Vaud;Switzerland;Basel SBB;Basel;Basel-Stadt;1.672;Long-distance
5709;2021;Switzerland;Lausanne;Lausanne;Vaud;Switzerland;Fribourg/Freiburg;Fribourg;Fribourg;3.835;Long-distance
5710;2021;Switzerland;Luzern;Luzern;Luzern;Switzerland;Genève;Genève;Genève;3.476;Long-distance
5711;2021;Switzerland;Winterthur;Winterthur;Zürich;Switzerland;Lausanne;Lausanne;Vaud;4.115;Regional
5712;2021;Switzerland;St. Gallen;St. Gallen;St. Gallen;Switzerland;Bern;Bern;Bern;2.232;Regional
5713;2021;Switzerland;St. Gallen;St. Gallen;St. Gallen;Switzerland;Basel SBB;Basel;Basel-Stadt;4.059;Regional
5714;2021;Switzerland;Fribourg/Freiburg;Fribourg;Fribourg;Switzerland;Winterthur;Winterthur;Zürich;1.47;Regional
5715;2021;Switzerland;Lugano;Lugano;Ticino;Switzerland;Genève;Genève;Genève;2.371;Long-distance
5716;2021;Switzerland;Lugano;Lugano;Ticino;Switzerland;Luzern;Luzern;Luzern;4.003;Long-distance
5717;2022;Switzerland;Bern;Bern;Bern;Switzerland;Winterthur;Winterthur;Zürich;2.669;Long-distance
5718;2022;Switzerland;Lausanne;Lausanne;Vaud;Switzerland;Bern;Bern;Bern;1.442;Long-distance
5719;2022;Switzerland;St. Gallen;St. Gallen;St. Gallen;Switzerland;Genève;Genève;Genève;3.616;Regional
5720;2022;Switzerland;St. Gallen;St. Gallen;St. Gallen;Switzerland;Luzern;Luzern;Luzern;3.491;Regional
5721;2022;Switzerland;Lugano;Lugano;Ticino;Switzerland;St. Gallen;St. Gallen;St. Gallen;1.357;Long-distance
5722;2023;Switzerland;Zürich HB;Zürich;Zürich;Switzerland;Bern;Bern;Bern;8.619;Long-distance
5723;2023;Switzerland;Zürich HB;Zürich;Zürich;Switzerland;Genève;Genève;Genève;1.671;Long-distance
5724;2023;Switzerland;Genève;Genève;Genève;Switzerland;St. Gallen;St. Gallen;St. Gallen;3.896;Long-distance
5725;2023;Switzerland;Basel SBB;Basel;Basel-Stadt;Switzerland;Luzern;Luzern;Luzern;1.624;Long-distance
5726;2023;Switzerland;Luzern;Luzern;Luzern;Switzerland;Winterthur;Winterthur;Zürich;2.543;Long-distance
5727;2023;Switzerland;Winterthur;Winterthur;Zürich;Switzerland;Zürich HB;Zürich;Zürich;3.019;Regional
5728;2023;Switzerland;St. Gallen;St. Gallen;St. Gallen;Switzerland;Bern;Bern;Bern;1.453;Regional
5729;2024;Switzerland;Zürich HB;Zürich;Zürich;Switzerland;Bern;Bern;Bern;6.389;Long-distance
5730;2024;Switzerland;Zürich HB;Zürich;Zürich;Switzerland;Lausanne;Lausanne;Vaud;1.217;Long-distance
5731;2024;Switzerland;Bern;Bern;Bern;Switzerland;Luzern;Luzern;Luzern;1.072;Long-distance
5732;2024;Switzerland;Bern;Bern;Bern;Switzerland;Lugano;Lugano;Ticino;3.711;Long-distance
5733;2024;Switzerland;Genève;Genève;Genève;Switzerland;Zürich HB;Zürich;Zürich;2.857;Long-distance
5734;2024;Switzerland;Genève;Genève;Genève;Switzerland;Lugano;Lugano;Ticino;2.94;Long-distance
5735;2024;Switzerland;Basel SBB;Basel;Basel-Stadt;Switzerland;Bern;Bern;Bern;2.509;Long-distance
5736;2024;Switzerland;Basel SBB;Basel;Basel-Stadt;Switzerland;Luzern;Luzern;Luzern;3.817;Long-distance
5737;2024;Switzerland;Basel SBB;Basel;Basel-Stadt;Switzerland;Lugano;Lugano;Ticino;0.157;Long-distance
5738;2024;Switzerland;Lausanne;Lausanne;Vaud;Switzerland;Luzern;Luzern;Luzern;4.547;Long-distance
5739;2024;Switzerland;Winterthur;Winterthur;Zürich;Switzerland;Bern;Bern;Bern;2.934;Regional
5740;2024;Switzerland;Winterthur;Winterthur;Zürich;Switzerland;Luzern;Luzern;Luzern;3.155;Regional
5741;2024;Switzerland;Fribourg/Freiburg;Fribourg;Fribourg;Switzerland;Winterthur;Winterthur;Zürich;3.597;Regional
5742;2024;Switzerland;Lugano;Lugano;Ticino;Switzerland;Basel SBB;Basel;Basel-Stadt;0.905;Long-distance
5743;2024;Switzerland;Lugano;Lugano;Ticino;Switzerland;St. Gallen;St. Gallen;St. Gallen;1.519;Long-distance
5744;2024;Switzerland;Lugano;Lugano;Ticino;Switzerland;Fribourg/Freiburg;Fribourg;Fribourg;4.87;Long-distance
