No.;year;origin_country;origin_station_name;origin_city;origin_region;destination_country;destination_station_name;destination_city;destination_region;Passengers_millions;Type
105;2020;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;Spain;Barcelona Sants;Barcelona;Cataluña;0.705;Long-distance
106;2020;France;Toulouse Matabiau;Toulouse;Occitanie;Spain;Barcelona Sants;Barcelona;Cataluña;2.217;Long-distance
107;2020;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;Spain;Madrid Chamartín;Madrid;Comunidad de Madrid;0.857;Long-distance
108;2020;Portugal;Porto Campanhã;Porto;Porto;Spain;Vigo Guixar;Vigo;Galicia;0.758;Regional
109;2020;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;Spain;Vigo Guixar;Vigo;Galicia;0.766;Regional
110;2020;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;France;Hendaye;Hendaye;Nouvelle-Aquitaine;2.139;Long-distance
111;2021;Italy;Milano Centrale;Milano;Lombardia;Germany;München Hbf;München;Bayern;1.231;Long-distance
112;2021;Italy;Bolzano;Bolzano;Trentino-Alto Adige;Germany;München Hbf;München;Bayern;1.495;Long-distance
113;2021;Italy;Milano Centrale;Milano;Lombardia;Switzerland;Zürich HB;Zürich;Zürich;2.941;Long-distance
114;2021;Italy;Milano Centrale;Milano;Lombardia;Switzerland;Lugano;Lugano;Ticino;2.449;Long-distance
115;2021;Italy;Domodossola;Domodossola;Piemonte;Switzerland;Brig;Brig;Valais;0.697;Long-distance
116;2021;Italy;Milano Centrale;Milano;Lombardia;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;1.29;Long-distance
117;2021;Italy;Torino Porta Susa;Torino;Piemonte;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;0.651;Long-distance
118;2021;Italy;Milano Centrale;Milano;Lombardia;France;Paris Gare de Lyon;Paris;Île-de-France;0.403;Long-distance
119;2021;France;Paris Gare de Lyon;Paris;Île-de-France;Switzerland;Genève;Genève;Genève;1.519;Long-distance
120;2021;France;Paris Gare de Lyon;Paris;Île-de-France;Switzerland;Lausanne;Lausanne;Vaud;2.961;Long-distance
121;2021;France;Mulhouse Ville;Mulhouse;Grand Est;Switzerland;Basel SBB;Basel;Basel-Stadt;0.86;Regional
122;2021;France;Annemasse;Annemasse;Auvergne-Rhône-Alpes;Switzerland;Genève;Genève;Genève;0.661;Regional
123;2021;France;Paris Est;Paris;Île-de-France;Germany;Frankfurt (Main) Hbf;Frankfurt am Main;Hessen;2.351;Long-distance
124;2021;France;Paris Est;Paris;Île-de-France;Germany;München Hbf;München;Bayern;0.86;Long-distance
125;2021;France;Strasbourg;Strasbourg;Grand Est;Germany;Stuttgart Hbf;Stuttgart;Baden-Württemberg;0.2;Long-distance
126;2021;France;Paris Gare de Lyon;Paris;Île-de-France;Spain;Barcelona Sants;Barcelona;Cataluña;1.988;Long-distance
127;2021;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;Spain;Barcelona Sants;Barcelona;Cataluña;1.275;Long-distance
128;2021;France;Toulouse Matabiau;Toulouse;Occitanie;Spain;Barcelona Sants;Barcelona;Cataluña;0.559;Long-distance
129;2021;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;Spain;Madrid Chamartín;Madrid;Comunidad de Madrid;2.427;Long-distance
130;2021;Portugal;Porto Campanhã;Porto;Porto;Spain;Vigo Guixar;Vigo;Galicia;0.906;Regional
131;2021;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;Spain;Vigo Guixar;Vigo;Galicia;0.205;Regional
132;2021;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;France;Hendaye;Hendaye;Nouvelle-Aquitaine;2.597;Long-distance
133;2022;Italy;Milano Centrale;Milano;Lombardia;Germany;München Hbf;München;Bayern;1.244;Long-distance
134;2022;Italy;Bolzano;Bolzano;Trentino-Alto Adige;Germany;München Hbf;München;Bayern;2.878;Long-distance
135;2022;Italy;Milano Centrale;Milano;Lombardia;Switzerland;Zürich HB;Zürich;Zürich;0.643;Long-distance
136;2022;Italy;Milano Centrale;Milano;Lombardia;Switzerland;Lugano;Lugano;Ticino;0.318;Long-distance
137;2022;Italy;Domodossola;Domodossola;Piemonte;Switzerland;Brig;Brig;Valais;0.184;Long-distance
138;2022;Italy;Milano Centrale;Milano;Lombardia;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;1.588;Long-distance
139;2022;Italy;Torino Porta Susa;Torino;Piemonte;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;1.587;Long-distance
140;2022;Italy;Milano Centrale;Milano;Lombardia;France;Paris Gare de Lyon;Paris;Île-de-France;0.253;Long-distance
141;2022;France;Paris Gare de Lyon;Paris;Île-de-France;Switzerland;Genève;Genève;Genève;2.059;Long-distance
142;2022;France;Paris Gare de Lyon;Paris;Île-de-France;Switzerland;Lausanne;Lausanne;Vaud;3.109;Long-distance
143;2022;France;Mulhouse Ville;Mulhouse;Grand Est;Switzerland;Basel SBB;Basel;Basel-Stadt;1.748;Regional
144;2022;France;Annemasse;Annemasse;Auvergne-Rhône-Alpes;Switzerland;Genève;Genève;Genève;0.298;Regional
145;2022;France;Paris Est;Paris;Île-de-France;Germany;Frankfurt (Main) Hbf;Frankfurt am Main;Hessen;1.188;Long-distance
146;2022;France;Paris Est;Paris;Île-de-France;Germany;München Hbf;München;Bayern;0.987;Long-distance
147;2022;France;Strasbourg;Strasbourg;Grand Est;Germany;Stuttgart Hbf;Stuttgart;Baden-Württemberg;0.612;Long-distance
148;2022;France;Paris Gare de Lyon;Paris;Île-de-France;Spain;Barcelona Sants;Barcelona;Cataluña;0.471;Long-distance
149;2022;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;Spain;Barcelona Sants;Barcelona;Cataluña;0.687;Long-distance
150;2022;France;Toulouse Matabiau;Toulouse;Occitanie;Spain;Barcelona Sants;Barcelona;Cataluña;2.985;Long-distance
151;2022;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;Spain;Madrid Chamartín;Madrid;Comunidad de Madrid;2.484;Long-distance
152;2022;Portugal;Porto Campanhã;Porto;Porto;Spain;Vigo Guixar;Vigo;Galicia;0.792;Regional
153;2022;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;Spain;Vigo Guixar;Vigo;Galicia;0.49;Regional
154;2022;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;France;Hendaye;Hendaye;Nouvelle-Aquitaine;2.407;Long-distance
155;2023;Italy;Milano Centrale;Milano;Lombardia;Germany;München Hbf;München;Bayern;1.027;Long-distance
156;2023;Italy;Bolzano;Bolzano;Trentino-Alto Adige;Germany;München Hbf;München;Bayern;1.471;Long-distance
157;2023;Italy;Milano Centrale;Milano;Lombardia;Switzerland;Zürich HB;Zürich;Zürich;0.744;Long-distance
158;2023;Italy;Milano Centrale;Milano;Lombardia;Switzerland;Lugano;Lugano;Ticino;1.775;Long-distance
159;2023;Italy;Domodossola;Domodossola;Piemonte;Switzerland;Brig;Brig;Valais;0.925;Long-distance
160;2023;Italy;Milano Centrale;Milano;Lombardia;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;2.356;Long-distance
161;2023;Italy;Torino Porta Susa;Torino;Piemonte;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;1.824;Long-distance
162;2023;Italy;Milano Centrale;Milano;Lombardia;France;Paris Gare de Lyon;Paris;Île-de-France;1.616;Long-distance
163;2023;France;Paris Gare de Lyon;Paris;Île-de-France;Switzerland;Genève;Genève;Genève;2.751;Long-distance
164;2023;France;Paris Gare de Lyon;Paris;Île-de-France;Switzerland;Lausanne;Lausanne;Vaud;1.346;Long-distance
165;2023;France;Mulhouse Ville;Mulhouse;Grand Est;Switzerland;Basel SBB;Basel;Basel-Stadt;1.777;Regional
166;2023;France;Annemasse;Annemasse;Auvergne-Rhône-Alpes;Switzerland;Genève;Genève;Genève;0.059;Regional
167;2023;France;Paris Est;Paris;Île-de-France;Germany;Frankfurt (Main) Hbf;Frankfurt am Main;Hessen;1.383;Long-distance
168;2023;France;Paris Est;Paris;Île-de-France;Germany;München Hbf;München;Bayern;1.913;Long-distance
169;2023;France;Strasbourg;Strasbourg;Grand Est;Germany;Stuttgart Hbf;Stuttgart;Baden-Württemberg;0.675;Long-distance
170;2023;France;Paris Gare de Lyon;Paris;Île-de-France;Spain;Barcelona Sants;Barcelona;Cataluña;0.93;Long-distance
171;2023;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;Spain;Barcelona Sants;Barcelona;Cataluña;0.278;Long-distance
172;2023;France;Toulouse Matabiau;Toulouse;Occitanie;Spain;Barcelona Sants;Barcelona;Cataluña;1.075;Long-distance
173;2023;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;Spain;Madrid Chamartín;Madrid;Comunidad de Madrid;1.982;Long-distance
174;2023;Portugal;Porto Campanhã;Porto;Porto;Spain;Vigo Guixar;Vigo;Galicia;0.579;Regional
175;2023;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;Spain;Vigo Guixar;Vigo;Galicia;0.254;Regional
176;2023;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;France;Hendaye;Hendaye;Nouvelle-Aquitaine;1.975;Long-distance
177;2024;Italy;Milano Centrale;Milano;Lombardia;Germany;München Hbf;München;Bayern;1.457;Long-distance
178;2024;Italy;Bolzano;Bolzano;Trentino-Alto Adige;Germany;München Hbf;München;Bayern;0.308;Long-distance
179;2024;Italy;Milano Centrale;Milano;Lombardia;Switzerland;Zürich HB;Zürich;Zürich;2.193;Long-distance
180;2024;Italy;Milano Centrale;Milano;Lombardia;Switzerland;Lugano;Lugano;Ticino;0.538;Long-distance
181;2024;Italy;Domodossola;Domodossola;Piemonte;Switzerland;Brig;Brig;Valais;0.609;Long-distance
182;2024;Italy;Milano Centrale;Milano;Lombardia;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;2.162;Long-distance
183;2024;Italy;Torino Porta Susa;Torino;Piemonte;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;1.333;Long-distance
184;2024;Italy;Milano Centrale;Milano;Lombardia;France;Paris Gare de Lyon;Paris;Île-de-France;1.161;Long-distance
185;2024;France;Paris Gare de Lyon;Paris;Île-de-France;Switzerland;Genève;Genève;Genève;0.801;Long-distance
186;2024;France;Paris Gare de Lyon;Paris;Île-de-France;Switzerland;Lausanne;Lausanne;Vaud;0.784;Long-distance
187;2024;France;Mulhouse Ville;Mulhouse;Grand Est;Switzerland;Basel SBB;Basel;Basel-Stadt;1.368;Regional
188;2024;France;Annemasse;Annemasse;Auvergne-Rhône-Alpes;Switzerland;Genève;Genève;Genève;0.567;Regional
189;2024;France;Paris Est;Paris;Île-de-France;Germany;Frankfurt (Main) Hbf;Frankfurt am Main;Hessen;0.919;Long-distance
190;2024;France;Paris Est;Paris;Île-de-France;Germany;München Hbf;München;Bayern;1.318;Long-distance
191;2024;France;Strasbourg;Strasbourg;Grand Est;Germany;Stuttgart Hbf;Stuttgart;Baden-Württemberg;0.647;Long-distance
192;2024;France;Paris Gare de Lyon;Paris;Île-de-France;Spain;Barcelona Sants;Barcelona;Cataluña;0.525;Long-distance
193;2024;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;Spain;Barcelona Sants;Barcelona;Cataluña;2.395;Long-distance
194;2024;France;Toulouse Matabiau;Toulouse;Occitanie;Spain;Barcelona Sants;Barcelona;Cataluña;0.33;Long-distance
195;2024;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;Spain;Madrid Chamartín;Madrid;Comunidad de Madrid;1.461;Long-distance
196;2024;Portugal;Porto Campanhã;Porto;Porto;Spain;Vigo Guixar;Vigo;Galicia;0.358;Regional
197;2024;Portugal;Viana do Castelo;Viana do Castelo;Viana do Castelo;Spain;Vigo Guixar;Vigo;Galicia;0.455;Regional
198;2024;Portugal;Lisboa Santa Apolónia;Lisboa;Lisboa;France;Hendaye;Hendaye;Nouvelle-Aquitaine;0.714;Long-distance
199;2016;Germany;München Hbf;München;Bayern;Italy;Milano Centrale;Milano;Lombardia;1.918;Long-distance
200;2016;Germany;München Hbf;München;Bayern;Italy;Bolzano;Bolzano;Trentino-Alto Adige;2.077;Long-distance
201;2016;Switzerland;Zürich HB;Zürich;Zürich;Italy;Milano Centrale;Milano;Lombardia;0.705;Long-distance
202;2016;Switzerland;Lugano;Lugano;Ticino;Italy;Milano Centrale;Milano;Lombardia;0.258;Long-distance
203;2016;Switzerland;Brig;Brig;Valais;Italy;Domodossola;Domodossola;Piemonte;0.158;Long-distance
204;2016;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;Italy;Milano Centrale;Milano;Lombardia;2.328;Long-distance
205;2016;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;Italy;Torino Porta Susa;Torino;Piemonte;2.881;Long-distance
206;2016;France;Paris Gare de Lyon;Paris;Île-de-France;Italy;Milano Centrale;Milano;Lombardia;2.236;Long-distance
207;2016;Switzerland;Genève;Genève;Genève;France;Paris Gare de Lyon;Paris;Île-de-France;1.451;Long-distance
208;2016;Switzerland;Lausanne;Lausanne;Vaud;France;Paris Gare de Lyon;Paris;Île-de-France;0.37;Long-distance
209;2016;Switzerland;Basel SBB;Basel;Basel-Stadt;France;Mulhouse Ville;Mulhouse;Grand Est;0.73;Regional
210;2016;Switzerland;Genève;Genève;Genève;France;Annemasse;Annemasse;Auvergne-Rhône-Alpes;0.154;Regional
211;2016;Germany;Frankfurt (Main) Hbf;Frankfurt am Main;Hessen;France;Paris Est;Paris;Île-de-France;1.388;Long-distance
212;2016;Germany;München Hbf;München;Bayern;France;Paris Est;Paris;Île-de-France;2.017;Long-distance
213;2016;Germany;Stuttgart Hbf;Stuttgart;Baden-Württemberg;France;Strasbourg;Strasbourg;Grand Est;0.346;Long-distance
214;2016;Spain;Barcelona Sants;Barcelona;Cataluña;France;Paris Gare de Lyon;Paris;Île-de-France;1.319;Long-distance
215;2016;Spain;Barcelona Sants;Barcelona;Cataluña;France;Lyon Part-Dieu;Lyon;Auvergne-Rhône-Alpes;0.313;Long-distance
216;2016;Spain;Barcelona Sants;Barcelona;Cataluña;France;Toulouse Matabiau;Toulouse;Occitanie;1.988;Long-distance
